;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
12;информатики;711;42;26;42;28;90;62;137;110;114;78;95;71;92;69;61;45;26;19;12;7
13;физики;855;29;21;28;16;54;36;75;45;71;53;97;66;118;89;154;116;141;78;88;53
14;математики;2738;121;107;108;93;183;161;267;244;270;246;273;256;414;388;490;474;375;339;237;205
15;химии;718;22;20;26;22;31;24;57;55;89;86;82;79;115;110;127;122;101;94;68;63
16;географии;866;20;16;23;18;33;21;58;52;85;76;155;140;151;129;172;151;103;73;66;56
17;биологии;880;35;34;37;32;57;52;76;73;127;116;125;120;158;148;127;115;88;77;50;48
18;иностранных языков;3081;160;149;178;168;340;324;553;530;572;555;335;331;260;255;279;272;243;233;161;154
19;из них:                         английского языка;2956;156;145;170;161;331;315;543;521;561;544;318;314;247;242;261;254;231;221;138;132
20;немецкого языка;87;2;2;5;4;6;6;7;7;8;8;11;11;7;7;15;15;10;10;16;15
21;французского языка;21;1;1;1;1;;;2;1;1;1;2;2;4;4;3;3;1;1;6;6
22;китайского языка;3;1;1;1;1;;;;;;;1;1;;;;;;;;
23;физической культуры;1855;135;81;90;56;139;70;213;113;246;148;284;145;281;140;256;112;146;45;65;19
24;труда (технологии);1001;11;5;15;8;40;25;89;63;101;64;171;130;207;151;182;125;129;64;56;32
25;музыки и пения;431;20;20;17;16;20;16;45;41;39;37;89;85;76;73;72;65;32;27;21;18
26;изобразительного искусства, черчения;323;11;11;9;9;16;16;21;18;45;44;57;52;68;65;50;48;29;23;17;10
27;основ безопасности и защиты Родины;377;7;2;12;4;29;2;36;1;36;6;32;6;61;6;88;4;45;4;31;
28;основ духовно-нравственной культуры народов России;35;3;3;3;3;4;4;1;;2;2;5;4;6;4;3;3;6;6;2;2
29;прочих предметов;467;22;18;20;19;44;41;32;30;38;34;67;63;82;80;71;69;54;50;37;34
30;учителя-логопеды;416;10;10;12;12;37;37;75;75;79;79;81;81;62;62;35;35;17;17;8;8
31;учителя-дефектологи;99;6;6;8;8;2;2;17;17;23;23;13;13;15;15;5;5;4;4;6;6
32;из них:                      олигофренопедагог;43;1;1;2;2;;;9;9;10;10;4;4;8;8;2;2;1;1;6;6
33;тифлопедагог;6;;;;;;;;;;;2;2;2;2;1;1;1;1;;
34;сурдопедагог;4;;;;;;;1;1;;;3;3;;;;;;;;
35;социальные педагоги;562;23;21;30;30;62;59;105;105;108;107;89;88;60;59;48;47;20;17;17;16
36;педагоги дополнительного образования;320;30;17;16;13;29;23;31;21;38;25;32;23;28;20;29;21;31;19;56;30
37;педагоги-психологи;690;41;39;57;55;73;71;121;119;124;122;132;130;83;80;31;31;20;19;8;8
38;воспитатели;2117;85;81;80;77;160;155;262;257;263;246;355;350;388;380;291;281;164;155;69;66
39;мастера производственного обучения;6;;;;;;;;;;;;;2;1;2;;;;2;
40;тьюторы;133;36;35;10;9;16;16;11;11;14;14;11;11;14;13;6;5;11;11;4;4
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;286;41;36;36;34;42;41;62;60;42;40;32;31;21;21;10;9;;;;
42;другие;907;81;71;59;54;68;59;99;88;113;100;119;112;109;90;110;95;89;73;60;38
43;учебно-вспомогательный персонал;2596;86;66;96;82;186;177;344;316;326;299;342;307;387;338;423;352;283;219;123;84
44;иной персонал;9986;67;47;151;129;329;282;773;629;1108;928;1426;1141;1777;1243;2147;1285;1524;577;684;268
45;из них:             ассистент (помощник);2;;;;;;;1;1;;;;;1;1;;;;;;
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;1261;49;49;68;68;124;124;190;189;177;173;205;205;226;225;154;152;57;57;11;11
49;из них воспитатели;1150;48;48;59;59;115;115;167;166;161;158;186;186;206;206;144;142;55;55;9;9
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;48;2;2;;;4;4;8;7;9;4;4;3;5;4;2;2;7;4;7;4
51;из них учителя;47;2;2;;;4;4;8;7;9;4;4;3;5;4;2;2;7;4;6;4
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
