;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
56;Турецкий;197;0;;;;;;;16;12;4;;
57;Туркменский;199;0;;;;;;;0;;;;
58;Удмуртский;202;387;68;61;61;44;135;18;0;;;;
59;Украинский;206;1059;67;40;74;57;699;122;0;;;;
60;Хакасский;217;64;;;24;23;17;;3;3;;;
61;Хантыйский (на трех диалектах);219;96;8;12;7;11;55;3;0;;;;
62;Финский;211;0;;;;;;;0;;;;
63;Чеченский;238;1521;428;424;350;315;4;;0;;;;
64;Черкесский;897;1018;153;151;122;101;447;44;0;;;;
65;Чувашский;243;12810;3001;2952;3064;2755;948;90;151;56;85;10;
66;Чукотский;244;0;;;;;;;0;;;;
67;Эвенский;262;315;21;26;40;24;160;44;195;14;13;;168
68;Эскимосский;265;43;19;9;9;6;;;0;;;;
69;Эвенкийский;261;111;15;12;14;15;50;5;0;;;;
70;Эстонский;267;0;;;;;;;0;;;;
71;Юкагирский;271;23;2;1;3;;13;4;0;;;;
72;Якутский;275;55530;5976;5930;5804;5097;24784;7939;584;127;113;33;311
73;Агульский;005;31;8;8;7;8;;;0;;;;
74;Греческий;048;0;;;;;;;0;;;;
75;Китайский;092;0;;;;;;;0;;;;
76;Негидальский;134;0;;;;;;;0;;;;
77;Удэгейский;203;0;;;;;;;0;;;;
78;Ульчский;207;0;;;;;;;0;;;;
79;Цахурский;227;0;;;;;;;0;;;;
80;Шорский;253;0;;;;;;;0;;;;
81;Энецкий;263;0;;;;;;;0;;;;
82;Орокский (Уйльта);144;0;;;;;;;0;;;;
83;Телеутский;186;0;;;;;;;9;;;9;
84;Сойотский;;60;;20;14;15;11;;9;;;;9
85;Родной (нерусский) язык, изучаемый как самостоятельный предмет: Абазинский;001;4379;511;479;529;479;2087;294;9;2;2;1;4
86;Аварский;003;99895;11881;11770;10595;9476;48930;7243;84;48;36;;
87;Адыгейский;006;20528;1946;2653;2319;2127;10283;1200;806;372;391;39;4
88;Азербайджанский;007;12929;1619;1486;1497;1348;6001;978;0;;;;
89;Алтайский;012;9252;744;1312;1125;897;4525;649;62;1;;;61
90;Армянский;019;2151;15;74;236;257;1488;81;0;;;;
91;Балкарский;282;10720;1328;1369;1238;1006;4729;1050;86;15;64;4;3
92;Башкирский;026;92660;6289;10829;10187;8741;48248;8366;1260;286;485;18;471
93;Белорусский;028;40;;18;9;13;;;2;1;;;1
94;Бурятский;033;73516;2233;9556;8994;8486;41700;2547;66;56;4;;6
95;Вепсский;039;200;24;24;25;20;84;23;0;;;;
96;Грузинский;049;53;15;8;;;19;11;0;;;;
97;Даргинский;055;51117;5483;5436;5026;4519;26046;4607;35;22;13;;
98;Долганский;283;95;;18;21;20;36;;0;;;;
99;Еврейский (идиш);061;0;;;;;;;0;;;;
100;Ительменский;071;0;;;;;;;0;;;;
101;Ингушский;066;43966;5900;5577;5137;4594;18947;3811;249;186;63;;
102;Казахский;076;3414;283;441;412;353;1722;203;0;;;;
103;Калмыцкий;078;20726;2438;2414;2371;2013;9671;1819;101;;1;;100
104;Кабардинский;075;54236;6859;6675;6570;5179;23936;5017;93;16;40;8;29
105;Карачаевский;085;15583;2056;2055;1963;1570;6886;1053;2;1;1;;
106;Карельский;086;871;61;58;53;74;555;70;10;;10;;
107;Кетский;089;0;;;;;;;0;;;;
108;Коми;096;64070;3129;10482;10070;9307;30834;248;378;193;162;;23
109;Коми-пермяцкий;097;1152;127;132;126;107;660;;1;1;;;
110;Корейский;098;87;;1;;;70;16;0;;;;
111;Корякский;099;345;27;74;62;59;119;4;19;19;;;
112;Крымско-татарский;102;6639;910;764;744;776;2915;530;3;;1;;2
113;Кумыкский;105;49919;6503;6195;5731;4976;23360;3154;31;18;13;;
114;Лакский;112;11503;1340;1334;1237;1130;5490;972;28;9;19;;
115;Лезгинский;114;36226;4248;3868;3649;3261;17476;3724;25;13;12;;
116;Латышский;113;17;;3;2;1;8;3;0;;;;
117;Литовский;116;0;;;;;;;0;;;;
118;Марийский горный;121;2555;185;263;259;271;1369;208;0;;;;
119;Марийский луговой;321;35084;987;3448;3242;2864;22023;2520;61;21;28;;12
120;Мордовский мокша;126;20839;230;3889;3639;3051;9760;270;0;;;;
121;Мордовский эрзя;326;22105;229;3710;3412;3740;10755;259;58;38;20;;
122;Манси;899;77;;;;;63;14;0;;;;
123;Нанайский;132;1045;111;153;146;121;477;37;0;;;;
124;Ненецкий;136;4350;684;598;526;418;2105;19;226;17;138;;71
125;Ногайский;138;3997;513;483;483;351;1846;321;0;;;;
126;Немецкий;135;1262;45;181;150;136;657;93;54;16;38;;
127;Новогреческий;898;99;7;8;7;9;52;16;0;;;;
128;Нивхский (на двух диалектах);137;31;1;7;5;6;12;;0;;;;
129;Осетинский;146;67792;7929;7994;7895;7137;30442;6395;226;;;;226
130;Польский;150;61;;12;6;5;38;;0;;;;
131;Рутульский;157;784;225;206;156;134;58;5;0;;;;
132;Саамский;164;0;;;;;;;0;;;;
133;Селькупский;168;120;;17;17;26;60;;7;;7;;
134;Табасаранский;174;16578;2016;1875;1883;1581;7558;1665;0;;;;
135;Татарский;181;191219;21427;22479;20809;18821;91739;15944;3613;459;461;116;2577
136;Татский;185;651;37;48;46;63;388;69;0;;;;
137;Тофаларский;192;37;;12;15;10;;;0;;;;
138;Тувинский;196;30076;3363;3347;3245;2497;14793;2831;118;;49;;69
139;Турецкий;197;0;;;;;;;2;1;;;1
140;Туркменский;199;0;;;;;;;0;;;;
141;Удмуртский;202;18649;1832;2152;2011;1664;9875;1115;1;;1;;
142;Украинский;206;4886;371;346;555;526;2598;490;11;;11;;
143;Хакасский;217;6110;829;788;741;607;2650;495;16;;;;16
144;Хантыйский (на трех диалектах);219;1135;48;125;125;120;682;35;52;;4;;48
145;Финский;211;1740;190;173;133;150;928;166;0;;;;
146;Чеченский;238;264761;32961;33236;30743;27451;122814;17556;706;402;304;;
147;Черкесский;897;5139;594;634;616;517;2358;420;13;5;7;1;
148;Чувашский;243;111905;13430;12604;12428;11002;61626;815;1768;587;322;;859
149;Чукотский;244;1238;92;151;150;132;693;20;7;;;;7
150;Эвенский;262;740;85;81;72;59;346;97;0;;;;
151;Эскимосский;265;84;6;9;17;6;46;;0;;;;
152;Эвенкийский;261;1333;63;167;180;156;667;100;28;21;4;3;
153;Эстонский;267;0;;;;;;;0;;;;
154;Юкагирский;271;94;5;17;15;13;31;13;0;;;;
155;Якутский;275;19720;986;1913;1869;1668;11608;1648;198;56;115;10;17
156;Агульский;005;1781;213;211;190;184;771;212;0;;;;
157;Греческий;048;0;;;;;;;0;;;;
158;Китайский;092;0;;;;;;;0;;;;
159;Негидальский;134;0;;;;;;;0;;;;
160;Удэгейский;203;0;;;;;;;0;;;;
161;Ульчский;207;12;2;3;3;4;;;0;;;;
162;Цахурский;227;424;73;67;60;56;138;30;0;;;;
163;Шорский;253;52;;15;11;13;13;;6;;;6;
164;Энецкий;263;0;;;;;;;0;;;;
165;Орокский (Уйльта);144;0;;;;;;;0;;;;
166;Телеутский;186;110;;18;29;17;46;;0;;;;
167;Сойотский;;164;80;20;18;20;21;5;29;;;;29
168;Численность обучающихся, изучающих родной (нерусский) язык факультативно или в кружках;;103427;;;;;;;;;;;
