;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
70;Официант;16399;34;;15;19;;;;18;;;;;;;32;2;
71;Оформитель табло, виньеток и альбомов;16409;59;;59;;;;;47;;;;;;;59;;
72;Парикмахер;16437;269;5;79;184;1;;;253;;;;;;1;269;;
73;Пекарь;16472;104;18;64;22;;;;72;;1;;;;;104;;
74;Переплетчик;16519;21;;21;;;;;7;;21;11;9;;;21;;
75;Плотник;16671;43;;40;3;;;;;;12;;;;;43;;
76;Повар;16675;724;47;300;368;3;2;4;397;18;55;16;2;;2;693;31;
77;Поверяльщик разводок;16684;1;1;;;;;;1;;;;;;;1;;
78;Подготовщик основы для мультипликационных рисунков;16729;11;;11;;;;;10;;;;;;;11;;
79;Пожарный;16781;63;;60;;;;3;30;;;;;;;63;;
80;Полировщик формных цилиндров глубокой печати;16823;1;1;;;;;;1;;;;;;;1;;
81;Портной;16909;53;;29;24;;;;47;;18;;;;;53;;
82;Прессовщик электроугольных изделий;17148;1;1;;;;;;;;;;;;;1;;
83;Приемосдатчик груза и багажа;17244;2;;2;;;;;2;;;;;;;2;;
84;Промывщик оптических деталей;17409;1;1;;;;;;1;;;;;;;1;;
85;Пчеловод;17521;9;;;9;;;;;;;;;;;9;;
86;Рабочий зеленого строительства;17530;34;14;13;7;;;;26;;;;;;;34;;
87;Рабочий плодоовощного хранилища;17542;9;;9;;;;;4;;4;;;;;9;;
88;Рабочий по благоустройству населенных пунктов;17543;16;;;16;;;;;;;;;;;16;;
89;Рабочий по комплексному обслуживанию и ремонту зданий;17544;63;7;41;;15;;;2;;56;10;10;;;63;;
90;Расформовщик;17816;1;1;;;;;;1;;;;;;;1;;
91;Резчик свеклы;17951;6;;6;;;;;;;;;;;;6;;
92;Рихтовщик кузовов;18085;1;1;;;;;;;;;;;;;1;;
93;Садовник;18103;46;4;42;;;;;16;;43;13;23;;;46;;
94;Сборщик изделий из пластмасс;18165;13;5;8;;;;;;;13;7;3;;;13;;
95;Сборщик сборочных единиц часов;18260;1;1;;;;;;;;;;;;;1;;
96;Сборщик электрических машин и аппаратов;18312;26;;26;;;;;8;;;;;;;26;;
97;Оператор лазерных установок;18336;82;16;43;23;;;;23;;;;;;;82;;
98;Сварщик на установках ТВЧ;18340;18;;18;;;;;;;18;;;;;18;;
99;Сверловщик стеклоизделий;18366;1;1;;;;;;;;;;;;;1;;
100;Слесарь механосборочных работ;18466;20;12;8;;;;;;;5;1;;;;20;;
101;Слесарь по ремонту авиадвигателей;18509;1;1;;;;;;1;;;;;;;1;;
102;Слесарь по ремонту автомобилей;18511;721;24;418;277;2;;;39;15;1;;;;;690;30;1
103;Слесарь по ремонту сельскохозяйственных машин и оборудования;18545;26;10;16;;;;;;;1;;1;;;16;10;
104;Слесарь-ремонтник;18559;99;15;84;;;;;;;20;;10;;1;99;;
105;Слесарь-сантехник;18560;6;3;;3;;;;;;;;;;;6;;
106;Слесарь строительный;18576;2;;2;;;;;;;;;;;;2;;
107;Сновальщик;18619;1;1;;;;;;;;;;;;;1;;
108;Собаковод;18621;3;1;;2;;;;2;;;;;;;3;;
109;Станочник деревообрабатывающих станков;18783;14;;4;10;;;;;;;;;;;14;;
110;Станочник широкого профиля;18809;1;;1;;;;;;;;;;;;1;;
111;Столяр;18874;121;14;85;22;;;;;;57;6;11;;;121;;
112;Столяр строительный;18880;95;12;80;3;;;;5;;46;6;13;;;91;4;
113;Стрелок;18885;23;;23;;;;;11;;;;;;;23;;
114;Съемщик мультипликационных проб;19027;53;;53;;;;;43;;;;;;;53;;
115;Токарь;19149;77;42;35;;;;;1;;12;;;;;77;;
116;Тракторист;19203;1166;158;619;312;45;31;1;84;11;9;1;;;2;1159;7;
117;Тракторист-машинист сельскохозяйственного производства;19205;407;123;135;118;31;;;56;;5;;;;1;405;2;
118;Уборщик производственных помещений;19258;6;;6;;;;;;;6;;1;;;6;;
119;Формировщик трикотажных изделий;19373;1;1;;;;;;1;;;;;;;1;;
120;Формовщик брикетов;19386;1;1;;;;;;1;;;;;;;1;;
121;Формовщик стеклопластиковых изделий;19433;1;;1;;;;;;;;;;;;1;;
122;Формовщик теста;19441;15;;15;;;;;4;;15;6;8;;;15;;
123;Фотограф;19459;1353;;1353;;;;;1048;81;8;;;;;1353;;
124;Фотограф;19460;4;;2;2;;;;3;;;;;;;4;;
125;Халвомес;19502;1;1;;;;;;;;;;;;;1;;
126;Цветочница;19525;44;;40;4;;;;17;;;;;;;44;;
127;Швея;19601;751;125;390;233;3;;;628;;102;17;32;;1;751;;
128;Штукатур;19727;98;;76;22;;;;9;;62;5;13;;;98;;
129;Электроворсовальщик;19754;1;1;;;;;;1;;;;;;;1;;
130;Электромонтажник-наладчик;19798;11;11;;;;;;;;;;;;;11;;
131;Электромонтажник по освещению и осветительным сетям;19806;128;10;95;23;;;;22;;1;;1;;;128;;
132;Электромонтер охранно-пожарной сигнализации;19832;36;;36;;;;;9;;;;;;;36;;
133;Электромонтер по обслуживанию подстанций;19842;6;;6;;;;;;;;;;;;6;;
134;Электромонтер по обслуживанию электроустановок;19850;3;1;;2;;;;;;;;;;;3;;
135;Электромонтер по ремонту и обслуживанию электрооборудования;19861;184;14;130;40;;;;11;;2;;2;;;180;3;1
136;Электромонтер по эксплуатации электросчетчиков;19869;8;;8;;;;;;;;;;;;8;;
137;Электросварщик листов и лент;19903;9;;9;;;;;;;;;;;;9;;
138;Ювелир-монтировщик;19966;14;;14;;;;;10;;1;;;;;14;;
139;Ювелир-цепочник;19969;1;1;;;;;;;;;;;;;1;;
140;Агент банка;20002;1943;;1943;;;;;1022;33;6;;;;;1943;;
141;Агент коммерческий;20004;47;;24;23;;;;23;;;;;;;47;;
142;Агент по закупкам;20015;30;;30;;;;;25;;;;;;;30;;
143;Агент по организации обслуживания почтово-грузовых авиаперевозок;20020;6;;6;;;;;;;;;;;;6;;
144;Агент по продаже недвижимости;20026;16;;;16;;;;9;;;;;;;16;;
145;Агент рекламный;20032;123;;66;57;;;;42;;;;;;;123;;
146;Агент страховой;20034;356;;353;3;;;;186;1;1;;;;;356;;
147;Агент торговый;20035;19;;6;13;;;;14;;;;;;;19;;
148;Архивариус;20190;40;;40;;;;;35;;;;;;;40;;
149;Дежурный пульта управления;21271;20;;20;;;;;10;;;;;;;20;;
150;Инкассатор;22890;1;;1;;;;;;;;;;;;1;;
151;Кассир;23369;20;9;6;5;;;;12;;;;;;;20;;
152;Медицинский регистратор;24042;45;26;19;;;;;20;;;;;;;45;;
153;Медицинский статистик;24045;16;16;;;;;;8;;;;;;;16;;
154;Младшая медицинская сестра по уходу за больными;24232;2043;46;1825;137;9;;26;1218;;5;;3;;4;2043;;
155;Младшая сестра милосердия;24234;154;22;;132;;;;124;;2;;;;;154;;
156;Младший воспитатель;24236;219;2;26;148;43;;;151;;2;;2;;;219;;
157;Младший фармацевт;24237;7;;7;;;;;3;;;;;;;7;;
158;Оператор диспетчерской (производственно-диспетчерской) службы;25308;38;28;;;10;;;;;;;;;;38;;
159;Паспортист;25474;14;;14;;;;;5;;;;;;;14;;
160;Регистратор;26021;22;;22;;;;;21;;;;;;;22;;
161;Секретарь-машинистка;26353;322;;198;116;8;;;270;;;;;;3;295;19;8
162;Секретарь суда;26409;141;25;59;57;;;;85;;;;;;;141;;
163;Социальный работник;26527;47;1;30;16;;;;32;;25;4;3;;;47;;
164;Счетовод;26804;14;;14;;;;;12;;;;;;;14;;
165;Учетчик;27238;30;;30;;;;;17;;;;;;;30;;
166;Чертежник;27530;576;;573;3;;;;155;61;1;;;;;576;;
167;Чертежник-конструктор;27534;610;;610;;;;;201;4;2;;;;;610;;
168;Чтец;27575;37;37;;;;;;13;;;;;;;37;;
169;Шифровальщик;27618;82;;82;;;;;15;1;;;;;;82;;
170;Экспедитор;27770;1;;1;;;;;1;;;;;;;1;;
171;Экспедитор по перевозке грузов;27772;39;;39;;;;;28;;;;;;;39;;
172;Другие;99999;417;177;190;12;38;;;235;;22;5;3;;3;410;7;
173;Кассир торгового зала;880040;33;;28;;5;;;18;;1;;;;;33;;
174;Охранник;880127;25;;25;;;;;13;;;;;;;25;;
175;Помощник воспитателя;880187;141;121;5;15;;;;86;;18;3;2;;1;141;;
176;Сестра-хозяйка;880190;6;6;;;;;;;;;;;;;6;;
177;Водитель автомобиля;880193;6749;178;4011;1277;980;303;;2755;139;17;1;7;;6;6736;13;
178;Водитель мототранспортных средств;880195;95;42;29;11;13;;;33;;;;;;;95;;
179;Гидрометнаблюдатель;880199;6;;6;;;;;;;;;;;;6;;
180;Маляр строительный;880477;7;;7;;;;;;;7;;;;;7;;
181;Монтажник каркасно-обшивных конструкций;880558;16;;;16;;;;7;;;;;;;16;;
182;Слесарь по обслуживанию и ремонту оборудования;880670;10;;10;;;;;;;10;2;;;;10;;
183;Прессовщик изделий из металлических порошков;881208;1;1;;;;;;;;;;;;;1;;
184;Сборщик изделий электронной техники;881669;1;;1;;;;;;;;;;;;1;;
185;Художник по костюму;883780;2;;2;;;;;2;;;;;;;2;;
186;Контролер пищевой продукции;883815;2;1;1;;;;;;;;;;;;2;;
187;Машинист дробильных установок;883818;1;1;;;;;;;;;;;;;1;;
188;Продавец непродовольственных товаров;884235;29;15;;14;;;;27;;;;;;;29;;
189;Продавец продовольственных товаров;884236;97;;56;41;;;;79;;;;;;;97;;
190;Проводник пассажирского вагона;884308;9;;9;;;;;5;;;;;;;9;;
191;Электромонтер контактной сети;884329;6;;;6;;;;;;;;;;;6;;
192;Водитель самоходных механизмов;884389;23;5;;;;17;1;;;;;;;;23;;
193;Оператор цифровой печати;884470;16;;16;;;;;12;;;;;;;16;;
194;Ювелир-модельер;884716;4;4;;;;;;2;;;;;;;4;;
195;Специалист по маникюру;884813;41;;8;26;7;;;36;;;;;;;41;;
196;Рабочий по комплексной уборке и содержанию домовладений;884829;3;3;;;;;;3;;3;;1;;;3;;
197;Рабочий зеленого хозяйства;884873;177;24;140;9;4;;;77;2;30;13;6;;;177;;
198;Охотник промысловый;884896;1;1;;;;;;1;;;;;;;1;;
199;Вожатый;890084;1459;13;1413;33;;;;1029;;6;;;;;1446;13;
200;Частный детектив;890140;15;;15;;;;;8;;;;;;;15;;
201;Полицейский;890141;54;;54;;;;;29;9;;;;;;54;;
202;Санитар;890142;4;;4;;;;;4;;4;1;;;;4;;
203;Оператор наземных средств управления беспилотным летательным аппаратом;890143;1095;;1080;15;;;;253;20;2;;;;;1095;;
204;Инструктор-проводник по пешеходному туризму и трекингу;890145;30;19;11;;;;;15;;;;;;;30;;
205;Консультант в области развития цифровой грамотности населения (цифровой куратор);890166;1609;18;1514;77;;;;850;1;2;;;;;1608;1;
206;Сварщик дуговой сварки самозащитной проволокой;890185;1;;;1;;;;;;1;;;;;1;;
207;Сварщик ручной дуговой сварки плавящимся покрытым электродом;890189;27;1;14;12;;;;;;;;;;;27;;
208;Секретарь-администратор;890203;112;6;67;39;;;;65;;1;;1;;;112;;
209;Монтажник фасадных систем;890204;1;1;;;;;;;;;;;;;1;;
210;;;;;;;;;;;;;;;;;;;
211;;;;;;;;;;;;;;;;;;;
212;;;;;;;;;;;;;;;;;;;
213;;;;;;;;;;;;;;;;;;;
214;;;;;;;;;;;;;;;;;;;
215;;;;;;;;;;;;;;;;;;;
216;;;;;;;;;;;;;;;;;;;
217;;;;;;;;;;;;;;;;;;;
218;;;;;;;;;;;;;;;;;;;
219;;;;;;;;;;;;;;;;;;;
220;;;;;;;;;;;;;;;;;;;
221;;;;;;;;;;;;;;;;;;;
222;;;;;;;;;;;;;;;;;;;
223;;;;;;;;;;;;;;;;;;;
224;;;;;;;;;;;;;;;;;;;
225;;;;;;;;;;;;;;;;;;;
