;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
12;информатики;601;48;26;48;32;75;53;105;70;82;57;80;63;83;67;39;27;30;21;11;7
13;физики;829;51;32;41;27;49;31;68;49;68;49;101;78;134;99;133;105;90;63;94;60
14;математики;2717;223;195;186;156;146;110;229;206;235;211;324;307;447;417;400;381;309;292;218;196
15;химии;546;46;39;32;27;22;21;32;31;48;45;71;68;83;77;85;80;73;68;54;49
16;географии;824;37;29;36;27;40;30;59;47;75;64;138;120;162;135;128;108;90;74;59;43
17;биологии;851;50;44;44;39;47;41;66;61;91;82;147;131;166;154;126;121;80;70;34;28
18;иностранных языков;3288;327;303;281;260;332;314;639;621;534;511;413;406;262;256;216;209;178;177;106;103
19;из них:                         английского языка;3216;317;295;278;257;323;305;631;615;531;510;408;401;254;248;208;201;169;168;97;94
20;немецкого языка;38;3;2;2;2;7;7;2;2;1;1;5;5;6;6;5;5;3;3;4;4
21;французского языка;26;3;3;1;1;2;2;5;4;;;;;2;2;3;3;6;6;4;4
22;китайского языка;4;3;3;;;;;;;1;;;;;;;;;;;
23;физической культуры;1715;187;104;138;54;173;70;167;68;177;87;209;97;228;113;217;72;138;30;81;21
24;труда (технологии);1102;27;19;26;19;50;30;80;49;143;100;196;151;215;152;163;104;126;68;76;33
25;музыки и пения;489;44;42;29;27;22;19;39;37;53;48;69;65;74;74;87;86;51;46;21;20
26;изобразительного искусства, черчения;303;19;18;14;13;28;24;31;29;31;30;41;39;56;54;41;39;30;28;12;10
27;основ безопасности и защиты Родины;328;14;8;13;2;21;2;30;4;27;5;38;9;46;5;64;10;42;2;33;1
28;основ духовно-нравственной культуры народов России;9;2;2;1;1;;;3;3;3;2;;;;;;;;;;
29;прочих предметов;456;20;19;19;16;29;26;52;47;45;42;72;72;64;63;54;54;54;51;47;44
30;учителя-логопеды;181;15;15;11;11;19;19;23;22;27;27;25;25;25;25;26;26;6;6;4;4
31;учителя-дефектологи;131;9;9;8;8;13;13;22;19;14;14;22;21;15;14;14;12;7;7;7;7
32;из них:                      олигофренопедагог;67;1;1;4;4;5;5;11;9;3;3;13;12;14;13;8;6;2;2;6;6
33;тифлопедагог;9;;;;;;;;;;;3;3;;;2;2;3;3;1;1
34;сурдопедагог;15;;;;;;;1;1;6;6;2;2;;;4;4;2;2;;
35;социальные педагоги;143;10;10;8;8;7;7;26;26;26;26;16;16;20;20;14;13;8;8;8;8
36;педагоги дополнительного образования;503;59;40;41;29;58;40;66;48;38;30;50;41;50;39;45;39;45;33;51;25
37;педагоги-психологи;514;42;41;40;38;52;50;103;102;77;77;67;66;70;70;26;24;25;24;12;12
38;воспитатели;1903;117;109;115;100;101;84;214;195;246;227;301;284;332;305;270;242;139;122;68;59
39;мастера производственного обучения;13;1;1;;;1;1;;;5;2;1;;1;;2;2;2;1;;
40;тьюторы;116;17;17;5;5;15;14;21;21;20;20;15;15;8;8;3;3;6;6;6;6
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;457;57;53;82;76;93;91;97;92;51;45;37;36;26;24;8;8;5;3;1;1
42;другие;881;92;80;82;67;90;80;112;94;113;93;94;77;99;86;98;79;58;48;43;33
43;учебно-вспомогательный персонал;2744;146;114;109;100;242;206;421;394;349;319;345;316;385;349;340;316;245;219;162;141
44;иной персонал;16120;261;151;258;205;725;609;1295;1069;1670;1407;2200;1804;2733;2156;2880;2075;2281;1480;1817;1150
45;из них:             ассистент (помощник);1;;;;;;;;;;;;;;;;;;;1;1
46;сурдопереводчик;;;;;;;;;;;;;;;;;;;;;
47;тифлосурдопереводчик;;;;;;;;;;;;;;;;;;;;;
48;Из общей численности педагогических работников (стр.06):             персонал, работающий в подразделениях (группах)             дошкольного образования;620;21;20;26;25;41;41;76;76;96;95;102;102;142;142;92;92;19;19;5;5
49;из них воспитатели;543;18;18;19;19;34;34;67;67;82;81;92;92;130;130;82;82;16;16;3;3
50;персонал, работающий в классах очно-заочного и заочного             обучения, учебно-консультационных пунктах;7;;;;;;;1;1;2;2;;;1;1;1;1;1;1;1;1
51;из них учителя;7;;;;;;;1;1;2;2;;;1;1;1;1;1;1;1;1
;;;;;;;;;;;;;;;;;;;;;;
;;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам;Данные графы 3 по строкам 01–48 равны данным грграфы 3 подраздела 3.1 по соответствующим строкам
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;Должностное лицо, ответственное за предоставление первичных статистических данных (лицо, уполномоченное предоставлять первичные статистические данные от имени юридического лица или от имени гражданина, осуществляющего предпринемательскую деятельность без;;;;;;;;;;;;;;;;;;
;;образования юридического лица);образования юридического лица);образования юридического лица);;;;;;;;;;;;;;;;;;
;;;;;(должность);(должность);(должность);;(Ф.И.О);(Ф.И.О);(Ф.И.О);(подпись);;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;(номер контактного телефона);(номер контактного телефона);;(e-mail);(e-mail);;(дата составления документа);(дата составления документа);;;;;;;;;;
